student_id,course_name,score,major,gpa
ST161404,Program Design Methods,75.33,DATABASE TECHNOLOGY,3.45
ST161404,Discrete Mathematics,73.9,DATABASE TECHNOLOGY,3.45
ST161404,Linear Algebra,80.08,DATABASE TECHNOLOGY,3.45
ST161404,Basic Statistics,79.26,DATABASE TECHNOLOGY,3.45
ST161404,Data Structures,67.57,DATABASE TECHNOLOGY,3.45
ST161404,Web Development,63.22,DATABASE TECHNOLOGY,3.45
ST161404,Calculus,78.25,DATABASE TECHNOLOGY,3.45
ST161404,Artificial Intelligence,79.42,DATABASE TECHNOLOGY,3.45
ST161404,Algorithm Design and Analysis,77.71,DATABASE TECHNOLOGY,3.45
ST161404,Database Technology,94.01,DATABASE TECHNOLOGY,3.45
ST161404,Object Oriented Programming,85.45,DATABASE TECHNOLOGY,3.45
ST161404,Computer Networks,67.42,DATABASE TECHNOLOGY,3.45
ST161405,Operating System,89.45,INTELLIGENT SYSTEM,3.7
ST161405,Algorithm and Programming,88.15,INTELLIGENT SYSTEM,3.7
ST161405,Program Design Methods,79.86,INTELLIGENT SYSTEM,3.7
ST161405,Discrete Mathematics,82.26,INTELLIGENT SYSTEM,3.7
ST161405,Linear Algebra,67.52,INTELLIGENT SYSTEM,3.7
ST161405,Basic Statistics,88.29,INTELLIGENT SYSTEM,3.7
ST161405,Data Structures,78.35,INTELLIGENT SYSTEM,3.7
ST161405,Web Development,72.8,INTELLIGENT SYSTEM,3.7
ST161405,Calculus,82.37,INTELLIGENT SYSTEM,3.7
ST161405,Artificial Intelligence,82.05,INTELLIGENT SYSTEM,3.7
ST161405,Algorithm Design and Analysis,87.12,INTELLIGENT SYSTEM,3.7
ST161405,Database Technology,83.43,INTELLIGENT SYSTEM,3.7
ST161405,Object Oriented Programming,90.91,INTELLIGENT SYSTEM,3.7
ST161405,Computer Networks,77.93,INTELLIGENT SYSTEM,3.7
ST161406,Operating System,84.77,INTELLIGENT SYSTEM,3.67
ST161406,Algorithm and Programming,79.99,INTELLIGENT SYSTEM,3.67
ST161406,Program Design Methods,83.66,INTELLIGENT SYSTEM,3.67
ST161406,Discrete Mathematics,77.32,INTELLIGENT SYSTEM,3.67
ST161406,Linear Algebra,75.88,INTELLIGENT SYSTEM,3.67
ST161406,Basic Statistics,87.05,INTELLIGENT SYSTEM,3.67
ST161406,Data Structures,78.39,INTELLIGENT SYSTEM,3.67
ST161406,Web Development,77.87,INTELLIGENT SYSTEM,3.67
ST161406,Calculus,79.19,INTELLIGENT SYSTEM,3.67
ST161406,Artificial Intelligence,88.69,INTELLIGENT SYSTEM,3.67
ST161406,Algorithm Design and Analysis,86.43,INTELLIGENT SYSTEM,3.67
ST161406,Database Technology,76.15,INTELLIGENT SYSTEM,3.67
ST161406,Object Oriented Programming,86.18,INTELLIGENT SYSTEM,3.67
ST161406,Computer Networks,81.04,INTELLIGENT SYSTEM,3.67
ST161407,Operating System,88.02,INTELLIGENT SYSTEM,3.66
ST161407,Algorithm and Programming,81.06,INTELLIGENT SYSTEM,3.66
ST161407,Program Design Methods,74.34,INTELLIGENT SYSTEM,3.66
ST161407,Discrete Mathematics,74.32,INTELLIGENT SYSTEM,3.66
ST161407,Linear Algebra,76.63,INTELLIGENT SYSTEM,3.66
ST161407,Basic Statistics,81.79,INTELLIGENT SYSTEM,3.66
ST161407,Data Structures,77.35,INTELLIGENT SYSTEM,3.66
ST161407,Web Development,75.62,INTELLIGENT SYSTEM,3.66
ST161407,Calculus,89.54,INTELLIGENT SYSTEM,3.66
ST161407,Artificial Intelligence,90.7,INTELLIGENT SYSTEM,3.66
ST161407,Algorithm Design and Analysis,89.03,INTELLIGENT SYSTEM,3.66
ST161407,Database Technology,81.7,INTELLIGENT SYSTEM,3.66
ST161407,Object Oriented Programming,77.32,INTELLIGENT SYSTEM,3.66
ST161407,Computer Networks,79.89,INTELLIGENT SYSTEM,3.66
ST161408,Operating System,85.24,DATA SCIENCE,3.72
ST161408,Algorithm and Programming,89.85,DATA SCIENCE,3.72
ST161408,Program Design Methods,77.23,DATA SCIENCE,3.72
ST161408,Discrete Mathematics,77.21,DATA SCIENCE,3.72
ST161408,Linear Algebra,87.86,DATA SCIENCE,3.72
ST161408,Basic Statistics,77.33,DATA SCIENCE,3.72
ST161408,Data Structures,79.57,DATA SCIENCE,3.72
ST161408,Web Development,82.01,DATA SCIENCE,3.72
ST161408,Calculus,93.16,DATA SCIENCE,3.72
ST161408,Artificial Intelligence,82.36,DATA SCIENCE,3.72
ST161408,Algorithm Design and Analysis,89.61,DATA SCIENCE,3.72
ST161408,Database Technology,74.39,DATA SCIENCE,3.72
ST161408,Object Oriented Programming,80.35,DATA SCIENCE,3.72
ST161408,Computer Networks,80.76,DATA SCIENCE,3.72
ST161409,Operating System,76.04,INTERNET OF THINGS,3.47
ST161409,Algorithm and Programming,75.73,INTERNET OF THINGS,3.47
ST161409,Program Design Methods,75.4,INTERNET OF THINGS,3.47
ST161409,Discrete Mathematics,75.99,INTERNET OF THINGS,3.47
ST161409,Linear Algebra,63.8,INTERNET OF THINGS,3.47
ST161409,Basic Statistics,82.27,INTERNET OF THINGS,3.47
ST161409,Data Structures,69.75,INTERNET OF THINGS,3.47
ST161409,Web Development,76.89,INTERNET OF THINGS,3.47
ST161409,Calculus,76.32,INTERNET OF THINGS,3.47
ST161409,Artificial Intelligence,82.2,INTERNET OF THINGS,3.47
ST161409,Algorithm Design and Analysis,78.87,INTERNET OF THINGS,3.47
ST161409,Database Technology,83.71,INTERNET OF THINGS,3.47
ST161409,Object Oriented Programming,83.25,INTERNET OF THINGS,3.47
ST161409,Computer Networks,80.08,INTERNET OF THINGS,3.47
ST161410,Operating System,85.91,DATA SCIENCE,3.64
ST161410,Algorithm and Programming,85.23,DATA SCIENCE,3.64
ST161410,Program Design Methods,71.57,DATA SCIENCE,3.64
ST161410,Discrete Mathematics,76.74,DATA SCIENCE,3.64
ST161410,Linear Algebra,89.04,DATA SCIENCE,3.64
ST161410,Basic Statistics,85.13,DATA SCIENCE,3.64
ST161410,Data Structures,70.05,DATA SCIENCE,3.64
ST161410,Web Development,73.72,DATA SCIENCE,3.64
ST161410,Calculus,92.09,DATA SCIENCE,3.64
ST161410,Artificial Intelligence,87.19,DATA SCIENCE,3.64
ST161410,Algorithm Design and Analysis,85.0,DATA SCIENCE,3.64
ST161410,Database Technology,81.39,DATA SCIENCE,3.64
ST161410,Object Oriented Programming,75.28,DATA SCIENCE,3.64
ST161410,Computer Networks,72.93,DATA SCIENCE,3.64
ST161411,Operating System,86.17,DATA SCIENCE,3.71
ST161411,Algorithm and Programming,77.14,DATA SCIENCE,3.71
ST161411,Program Design Methods,85.46,DATA SCIENCE,3.71
ST161411,Discrete Mathematics,77.9,DATA SCIENCE,3.71
ST161411,Linear Algebra,83.23,DATA SCIENCE,3.71
ST161411,Basic Statistics,84.63,DATA SCIENCE,3.71
ST161411,Data Structures,71.1,DATA SCIENCE,3.71
ST161411,Web Development,82.15,DATA SCIENCE,3.71
ST161411,Calculus,94.63,DATA SCIENCE,3.71
ST161411,Artificial Intelligence,82.72,DATA SCIENCE,3.71
ST161411,Algorithm Design and Analysis,87.85,DATA SCIENCE,3.71
ST161411,Database Technology,81.65,DATA SCIENCE,3.71
ST161411,Object Oriented Programming,81.29,DATA SCIENCE,3.71
ST161411,Computer Networks,79.59,DATA SCIENCE,3.71
ST161412,Operating System,87.02,GAME TECHNOLOGY,3.56
ST161412,Algorithm and Programming,81.99,GAME TECHNOLOGY,3.56
ST161412,Program Design Methods,68.44,GAME TECHNOLOGY,3.56
ST161412,Discrete Mathematics,66.74,GAME TECHNOLOGY,3.56
ST161412,Linear Algebra,74.69,GAME TECHNOLOGY,3.56
ST161412,Basic Statistics,81.36,GAME TECHNOLOGY,3.56
ST161412,Data Structures,79.11,GAME TECHNOLOGY,3.56
ST161412,Web Development,77.31,GAME TECHNOLOGY,3.56
ST161412,Calculus,76.05,GAME TECHNOLOGY,3.56
ST161412,Artificial Intelligence,85.81,GAME TECHNOLOGY,3.56
ST161412,Algorithm Design and Analysis,83.94,GAME TECHNOLOGY,3.56
ST161412,Database Technology,85.88,GAME TECHNOLOGY,3.56
ST161412,Object Oriented Programming,84.5,GAME TECHNOLOGY,3.56
ST161412,Computer Networks,74.57,GAME TECHNOLOGY,3.56
ST161413,Operating System,75.72,INTERNET OF THINGS,3.51
ST161413,Algorithm and Programming,79.93,INTERNET OF THINGS,3.51
ST161413,Program Design Methods,74.11,INTERNET OF THINGS,3.51
ST161413,Discrete Mathematics,80.86,INTERNET OF THINGS,3.51
ST161413,Linear Algebra,71.89,INTERNET OF THINGS,3.51
ST161413,Basic Statistics,81.71,INTERNET OF THINGS,3.51
ST161413,Data Structures,70.61,INTERNET OF THINGS,3.51
ST161413,Web Development,68.94,INTERNET OF THINGS,3.51
ST161413,Calculus,78.21,INTERNET OF THINGS,3.51
ST161413,Artificial Intelligence,79.43,INTERNET OF THINGS,3.51
ST161413,Algorithm Design and Analysis,82.86,INTERNET OF THINGS,3.51
ST161413,Database Technology,80.02,INTERNET OF THINGS,3.51
ST161413,Object Oriented Programming,80.69,INTERNET OF THINGS,3.51
ST161413,Computer Networks,86.54,INTERNET OF THINGS,3.51
ST161414,Operating System,84.46,GAME TECHNOLOGY,3.58
ST161414,Algorithm and Programming,85.61,GAME TECHNOLOGY,3.58
ST161414,Program Design Methods,72.23,GAME TECHNOLOGY,3.58
ST161414,Discrete Mathematics,65.43,GAME TECHNOLOGY,3.58
ST161414,Linear Algebra,76.43,GAME TECHNOLOGY,3.58
ST161414,Basic Statistics,82.24,GAME TECHNOLOGY,3.58
ST161414,Data Structures,82.33,GAME TECHNOLOGY,3.58
ST161414,Web Development,78.22,GAME TECHNOLOGY,3.58
ST161414,Calculus,70.49,GAME TECHNOLOGY,3.58
ST161414,Artificial Intelligence,76.25,GAME TECHNOLOGY,3.58
ST161414,Algorithm Design and Analysis,87.06,GAME TECHNOLOGY,3.58
ST161414,Database Technology,77.06,GAME TECHNOLOGY,3.58
ST161414,Object Oriented Programming,84.06,GAME TECHNOLOGY,3.58
ST161414,Computer Networks,93.41,GAME TECHNOLOGY,3.58
ST161415,Operating System,80.28,NETWORK TECHNOLOGY,3.33
ST161415,Algorithm and Programming,76.54,NETWORK TECHNOLOGY,3.33
ST161415,Program Design Methods,73.82,NETWORK TECHNOLOGY,3.33
ST161415,Discrete Mathematics,70.61,NETWORK TECHNOLOGY,3.33
ST161415,Linear Algebra,68.74,NETWORK TECHNOLOGY,3.33
ST161415,Basic Statistics,77.04,NETWORK TECHNOLOGY,3.33
ST161415,Data Structures,66.91,NETWORK TECHNOLOGY,3.33
ST161415,Web Development,65.05,NETWORK TECHNOLOGY,3.33
ST161415,Calculus,70.06,NETWORK TECHNOLOGY,3.33
ST161415,Artificial Intelligence,70.33,NETWORK TECHNOLOGY,3.33
ST161415,Algorithm Design and Analysis,85.26,NETWORK TECHNOLOGY,3.33
ST161415,Database Technology,70.53,NETWORK TECHNOLOGY,3.33
ST161415,Object Oriented Programming,77.75,NETWORK TECHNOLOGY,3.33
ST161415,Computer Networks,83.55,NETWORK TECHNOLOGY,3.33
ST161416,Operating System,78.11,INTERNET OF THINGS,3.53
ST161416,Algorithm and Programming,82.36,INTERNET OF THINGS,3.53
ST161416,Program Design Methods,75.26,INTERNET OF THINGS,3.53
ST161416,Discrete Mathematics,73.69,INTERNET OF THINGS,3.53
ST161416,Linear Algebra,67.14,INTERNET OF THINGS,3.53
ST161416,Basic Statistics,84.72,INTERNET OF THINGS,3.53
ST161416,Data Structures,71.08,INTERNET OF THINGS,3.53
ST161416,Web Development,75.87,INTERNET OF THINGS,3.53
ST161416,Calculus,80.18,INTERNET OF THINGS,3.53
ST161416,Artificial Intelligence,73.39,INTERNET OF THINGS,3.53
ST161416,Algorithm Design and Analysis,90.58,INTERNET OF THINGS,3.53
ST161416,Database Technology,87.54,INTERNET OF THINGS,3.53
ST161416,Object Oriented Programming,71.9,INTERNET OF THINGS,3.53
ST161416,Computer Networks,85.75,INTERNET OF THINGS,3.53
ST161417,Operating System,77.35,INTERNET OF THINGS,3.53
ST161417,Algorithm and Programming,81.41,INTERNET OF THINGS,3.53
ST161417,Program Design Methods,71.83,INTERNET OF THINGS,3.53
ST161417,Discrete Mathematics,77.54,INTERNET OF THINGS,3.53
ST161417,Linear Algebra,72.02,INTERNET OF THINGS,3.53
ST161417,Basic Statistics,85.46,INTERNET OF THINGS,3.53
ST161417,Data Structures,69.2,INTERNET OF THINGS,3.53
ST161417,Web Development,73.66,INTERNET OF THINGS,3.53
ST161417,Calculus,78.1,INTERNET OF THINGS,3.53
ST161417,Artificial Intelligence,73.39,INTERNET OF THINGS,3.53
ST161417,Algorithm Design and Analysis,89.06,INTERNET OF THINGS,3.53
ST161417,Database Technology,86.62,INTERNET OF THINGS,3.53
ST161417,Object Oriented Programming,74.96,INTERNET OF THINGS,3.53
ST161417,Computer Networks,88.67,INTERNET OF THINGS,3.53
ST161418,Operating System,88.49,INTERNET OF THINGS,3.49
ST161418,Algorithm and Programming,82.13,INTERNET OF THINGS,3.49
ST161418,Program Design Methods,68.92,INTERNET OF THINGS,3.49
ST161418,Discrete Mathematics,76.06,INTERNET OF THINGS,3.49
ST161418,Linear Algebra,75.07,INTERNET OF THINGS,3.49
ST161418,Basic Statistics,79.17,INTERNET OF THINGS,3.49
ST161418,Data Structures,75.78,INTERNET OF THINGS,3.49
ST161418,Web Development,78.1,INTERNET OF THINGS,3.49
ST161418,Calculus,76.29,INTERNET OF THINGS,3.49
ST161418,Artificial Intelligence,75.76,INTERNET OF THINGS,3.49
ST161418,Algorithm Design and Analysis,69.03,INTERNET OF THINGS,3.49
ST161418,Database Technology,80.9,INTERNET OF THINGS,3.49
ST161418,Object Oriented Programming,78.99,INTERNET OF THINGS,3.49
ST161418,Computer Networks,80.01,INTERNET OF THINGS,3.49
ST161419,Operating System,94.53,INTELLIGENT SYSTEM,3.69
ST161419,Algorithm and Programming,76.28,INTELLIGENT SYSTEM,3.69
ST161419,Program Design Methods,78.24,INTELLIGENT SYSTEM,3.69
ST161419,Discrete Mathematics,76.52,INTELLIGENT SYSTEM,3.69
ST161419,Linear Algebra,83.77,INTELLIGENT SYSTEM,3.69
ST161419,Basic Statistics,79.26,INTELLIGENT SYSTEM,3.69
ST161419,Data Structures,82.65,INTELLIGENT SYSTEM,3.69
ST161419,Web Development,74.04,INTELLIGENT SYSTEM,3.69
ST161419,Calculus,78.07,INTELLIGENT SYSTEM,3.69
ST161419,Artificial Intelligence,91.85,INTELLIGENT SYSTEM,3.69
ST161419,Algorithm Design and Analysis,88.8,INTELLIGENT SYSTEM,3.69
ST161419,Database Technology,79.6,INTELLIGENT SYSTEM,3.69
ST161419,Object Oriented Programming,85.28,INTELLIGENT SYSTEM,3.69
ST161419,Computer Networks,78.46,INTELLIGENT SYSTEM,3.69
ST161420,Operating System,88.45,INTELLIGENT SYSTEM,3.7
ST161420,Algorithm and Programming,84.65,INTELLIGENT SYSTEM,3.7
ST161420,Program Design Methods,86.34,INTELLIGENT SYSTEM,3.7
ST161420,Discrete Mathematics,71.05,INTELLIGENT SYSTEM,3.7
ST161420,Linear Algebra,86.53,INTELLIGENT SYSTEM,3.7
ST161420,Basic Statistics,77.19,INTELLIGENT SYSTEM,3.7
ST161420,Data Structures,77.39,INTELLIGENT SYSTEM,3.7
ST161420,Web Development,76.35,INTELLIGENT SYSTEM,3.7
ST161420,Calculus,83.12,INTELLIGENT SYSTEM,3.7
ST161420,Artificial Intelligence,87.51,INTELLIGENT SYSTEM,3.7
ST161420,Algorithm Design and Analysis,87.17,INTELLIGENT SYSTEM,3.7
ST161420,Database Technology,80.03,INTELLIGENT SYSTEM,3.7
ST161420,Object Oriented Programming,82.64,INTELLIGENT SYSTEM,3.7
ST161420,Computer Networks,83.4,INTELLIGENT SYSTEM,3.7
ST161421,Operating System,89.43,GAME TECHNOLOGY,3.57
ST161421,Algorithm and Programming,82.23,GAME TECHNOLOGY,3.57
ST161421,Program Design Methods,75.6,GAME TECHNOLOGY,3.57
ST161421,Discrete Mathematics,71.23,GAME TECHNOLOGY,3.57
ST161421,Linear Algebra,78.25,GAME TECHNOLOGY,3.57
ST161421,Basic Statistics,82.52,GAME TECHNOLOGY,3.57
ST161421,Data Structures,74.68,GAME TECHNOLOGY,3.57
ST161421,Web Development,71.76,GAME TECHNOLOGY,3.57
ST161421,Calculus,78.99,GAME TECHNOLOGY,3.57
ST161421,Artificial Intelligence,82.44,GAME TECHNOLOGY,3.57
ST161421,Algorithm Design and Analysis,84.92,GAME TECHNOLOGY,3.57
ST161421,Database Technology,75.47,GAME TECHNOLOGY,3.57
ST161421,Object Oriented Programming,87.11,GAME TECHNOLOGY,3.57
ST161421,Computer Networks,75.63,GAME TECHNOLOGY,3.57
ST161422,Operating System,90.19,GAME TECHNOLOGY,3.6
ST161422,Algorithm and Programming,84.19,GAME TECHNOLOGY,3.6
ST161422,Program Design Methods,71.13,GAME TECHNOLOGY,3.6
ST161422,Discrete Mathematics,74.4,GAME TECHNOLOGY,3.6
ST161422,Linear Algebra,78.3,GAME TECHNOLOGY,3.6
ST161422,Basic Statistics,83.25,GAME TECHNOLOGY,3.6
ST161422,Data Structures,83.22,GAME TECHNOLOGY,3.6
ST161422,Web Development,74.08,GAME TECHNOLOGY,3.6
ST161422,Calculus,78.73,GAME TECHNOLOGY,3.6
ST161422,Artificial Intelligence,78.76,GAME TECHNOLOGY,3.6
ST161422,Algorithm Design and Analysis,86.3,GAME TECHNOLOGY,3.6
ST161422,Database Technology,74.48,GAME TECHNOLOGY,3.6
ST161422,Object Oriented Programming,82.39,GAME TECHNOLOGY,3.6
ST161422,Computer Networks,80.38,GAME TECHNOLOGY,3.6
ST161423,Operating System,76.73,INTERNET OF THINGS,3.56
ST161423,Algorithm and Programming,86.37,INTERNET OF THINGS,3.56
ST161423,Program Design Methods,70.98,INTERNET OF THINGS,3.56
ST161423,Discrete Mathematics,73.14,INTERNET OF THINGS,3.56
ST161423,Linear Algebra,74.63,INTERNET OF THINGS,3.56
ST161423,Basic Statistics,85.17,INTERNET OF THINGS,3.56
ST161423,Data Structures,76.5,INTERNET OF THINGS,3.56
ST161423,Web Development,77.51,INTERNET OF THINGS,3.56
ST161423,Calculus,79.95,INTERNET OF THINGS,3.56
ST161423,Artificial Intelligence,72.41,INTERNET OF THINGS,3.56
ST161423,Algorithm Design and Analysis,82.3,INTERNET OF THINGS,3.56
ST161423,Database Technology,82.29,INTERNET OF THINGS,3.56
ST161423,Object Oriented Programming,83.9,INTERNET OF THINGS,3.56
ST161423,Computer Networks,84.41,INTERNET OF THINGS,3.56
ST161424,Operating System,84.7,GAME TECHNOLOGY,3.45
ST161424,Algorithm and Programming,83.71,GAME TECHNOLOGY,3.45
ST161424,Program Design Methods,73.65,GAME TECHNOLOGY,3.45
ST161424,Discrete Mathematics,67.75,GAME TECHNOLOGY,3.45
ST161424,Linear Algebra,71.71,GAME TECHNOLOGY,3.45
ST161424,Basic Statistics,80.97,GAME TECHNOLOGY,3.45
ST161424,Data Structures,78.98,GAME TECHNOLOGY,3.45
ST161424,Web Development,71.97,GAME TECHNOLOGY,3.45
ST161424,Calculus,74.12,GAME TECHNOLOGY,3.45
ST161424,Artificial Intelligence,80.93,GAME TECHNOLOGY,3.45
ST161424,Algorithm Design and Analysis,79.21,GAME TECHNOLOGY,3.45
ST161424,Database Technology,69.37,GAME TECHNOLOGY,3.45
ST161424,Object Oriented Programming,79.13,GAME TECHNOLOGY,3.45
ST161424,Computer Networks,77.15,GAME TECHNOLOGY,3.45
ST161425,Operating System,89.24,INTELLIGENT SYSTEM,3.73
ST161425,Algorithm and Programming,87.9,INTELLIGENT SYSTEM,3.73
ST161425,Program Design Methods,83.43,INTELLIGENT SYSTEM,3.73
ST161425,Discrete Mathematics,75.36,INTELLIGENT SYSTEM,3.73
ST161425,Linear Algebra,77.92,INTELLIGENT SYSTEM,3.73
ST161425,Basic Statistics,80.99,INTELLIGENT SYSTEM,3.73
ST161425,Data Structures,77.93,INTELLIGENT SYSTEM,3.73
ST161425,Web Development,72.85,INTELLIGENT SYSTEM,3.73
ST161425,Calculus,83.29,INTELLIGENT SYSTEM,3.73
ST161425,Artificial Intelligence,86.69,INTELLIGENT SYSTEM,3.73
ST161425,Algorithm Design and Analysis,90.08,INTELLIGENT SYSTEM,3.73
ST161425,Database Technology,88.13,INTELLIGENT SYSTEM,3.73
ST161425,Object Oriented Programming,84.56,INTELLIGENT SYSTEM,3.73
ST161425,Computer Networks,81.61,INTELLIGENT SYSTEM,3.73
ST161426,Operating System,87.76,DATA SCIENCE,3.71
ST161426,Algorithm and Programming,78.4,DATA SCIENCE,3.71
ST161426,Program Design Methods,78.9,DATA SCIENCE,3.71
ST161426,Discrete Mathematics,76.05,DATA SCIENCE,3.71
ST161426,Linear Algebra,88.39,DATA SCIENCE,3.71
ST161426,Basic Statistics,78.91,DATA SCIENCE,3.71
ST161426,Data Structures,75.1,DATA SCIENCE,3.71
ST161426,Web Development,80.99,DATA SCIENCE,3.71
ST161426,Calculus,95.8,DATA SCIENCE,3.71
ST161426,Artificial Intelligence,89.84,DATA SCIENCE,3.71
ST161426,Algorithm Design and Analysis,92.61,DATA SCIENCE,3.71
ST161426,Database Technology,76.93,DATA SCIENCE,3.71
ST161426,Object Oriented Programming,81.49,DATA SCIENCE,3.71
ST161426,Computer Networks,72.73,DATA SCIENCE,3.71
ST161427,Operating System,93.76,DATA SCIENCE,3.63
ST161427,Algorithm and Programming,76.77,DATA SCIENCE,3.63
ST161427,Program Design Methods,74.64,DATA SCIENCE,3.63
ST161427,Discrete Mathematics,73.6,DATA SCIENCE,3.63
ST161427,Linear Algebra,79.5,DATA SCIENCE,3.63
ST161427,Basic Statistics,79.9,DATA SCIENCE,3.63
ST161427,Data Structures,71.96,DATA SCIENCE,3.63
ST161427,Web Development,79.6,DATA SCIENCE,3.63
ST161427,Calculus,91.37,DATA SCIENCE,3.63
ST161427,Artificial Intelligence,93.5,DATA SCIENCE,3.63
ST161427,Algorithm Design and Analysis,87.8,DATA SCIENCE,3.63
ST161427,Database Technology,77.69,DATA SCIENCE,3.63
ST161427,Object Oriented Programming,74.41,DATA SCIENCE,3.63
ST161427,Computer Networks,73.97,DATA SCIENCE,3.63
ST161428,Operating System,79.72,DATA SCIENCE,3.64
ST161428,Algorithm and Programming,87.33,DATA SCIENCE,3.64
ST161428,Program Design Methods,82.72,DATA SCIENCE,3.64
ST161428,Discrete Mathematics,74.12,DATA SCIENCE,3.64
ST161428,Linear Algebra,81.15,DATA SCIENCE,3.64
ST161428,Basic Statistics,87.42,DATA SCIENCE,3.64
ST161428,Data Structures,74.54,DATA SCIENCE,3.64
ST161428,Web Development,83.95,DATA SCIENCE,3.64
ST161428,Calculus,83.62,DATA SCIENCE,3.64
ST161428,Artificial Intelligence,83.6,DATA SCIENCE,3.64
ST161428,Algorithm Design and Analysis,84.02,DATA SCIENCE,3.64
ST161428,Database Technology,80.19,DATA SCIENCE,3.64
ST161428,Object Oriented Programming,76.2,DATA SCIENCE,3.64
ST161428,Computer Networks,74.49,DATA SCIENCE,3.64
ST161429,Operating System,83.73,GAME TECHNOLOGY,3.55
ST161429,Algorithm and Programming,84.43,GAME TECHNOLOGY,3.55
ST161429,Program Design Methods,72.48,GAME TECHNOLOGY,3.55
ST161429,Discrete Mathematics,72.06,GAME TECHNOLOGY,3.55
ST161429,Linear Algebra,77.85,GAME TECHNOLOGY,3.55
ST161429,Basic Statistics,75.5,GAME TECHNOLOGY,3.55
ST161429,Data Structures,71.86,GAME TECHNOLOGY,3.55
ST161429,Web Development,79.11,GAME TECHNOLOGY,3.55
ST161429,Calculus,77.33,GAME TECHNOLOGY,3.55
ST161429,Artificial Intelligence,77.01,GAME TECHNOLOGY,3.55
ST161429,Algorithm Design and Analysis,91.2,GAME TECHNOLOGY,3.55
ST161429,Database Technology,75.46,GAME TECHNOLOGY,3.55
